0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.499, 0.005, 0.592
0.498, 0.005, 0.591
0.498, 0.005, 0.589
0.497, 0.005, 0.585
0.497, 0.005, 0.585
0.497, 0.005, 0.579
0.498, 0.005, 0.572
0.498, 0.005, 0.565
0.499, 0.005, 0.557
0.499, 0.005, 0.557
0.500, 0.006, 0.548
0.501, 0.006, 0.539
0.502, 0.006, 0.531
0.503, 0.006, 0.521
0.504, 0.006, 0.511
0.505, 0.006, 0.502
0.505, 0.006, 0.502
0.505, 0.006, 0.491
0.506, 0.006, 0.480
0.507, 0.006, 0.469
0.508, 0.006, 0.460
0.508, 0.006, 0.448
0.508, 0.006, 0.448
0.508, 0.005, 0.437
0.508, 0.005, 0.425
0.508, 0.005, 0.414
0.508, 0.005, 0.403
0.508, 0.005, 0.395
0.508, 0.005, 0.395
0.508, 0.005, 0.386
0.508, 0.005, 0.376
0.508, 0.005, 0.368
0.508, 0.005, 0.359
0.508, 0.005, 0.353
0.508, 0.005, 0.353
0.508, 0.005, 0.345
0.507, 0.005, 0.338
0.507, 0.005, 0.331
0.507, 0.005, 0.324
0.507, 0.005, 0.319
0.507, 0.005, 0.314
0.507, 0.005, 0.310
0.506, 0.005, 0.305
0.506, 0.005, 0.305
0.506, 0.005, 0.300
0.506, 0.005, 0.296
0.506, 0.005, 0.291
0.506, 0.005, 0.286
0.506, 0.005, 0.283
0.505, 0.005, 0.280
0.505, 0.005, 0.276
0.505, 0.004, 0.273
0.505, 0.004, 0.273
0.505, 0.004, 0.269
0.505, 0.004, 0.266
0.505, 0.004, 0.263
0.505, 0.004, 0.260
0.505, 0.004, 0.258
0.505, 0.004, 0.255
0.505, 0.004, 0.252
0.505, 0.004, 0.252
0.504, 0.004, 0.250
0.504, 0.004, 0.247
0.504, 0.004, 0.245
0.504, 0.004, 0.243
0.504, 0.004, 0.241
0.504, 0.004, 0.241
0.504, 0.004, 0.239
0.504, 0.004, 0.238
0.504, 0.004, 0.236
0.504, 0.004, 0.234
0.504, 0.004, 0.233
0.504, 0.004, 0.232
0.504, 0.004, 0.231
0.504, 0.004, 0.229
0.504, 0.004, 0.228
0.504, 0.004, 0.228
0.504, 0.004, 0.226
0.504, 0.004, 0.225
0.504, 0.004, 0.224
0.503, 0.004, 0.224
0.503, 0.004, 0.223
0.503, 0.004, 0.222
0.503, 0.004, 0.221
0.503, 0.004, 0.221
0.503, 0.004, 0.220
0.503, 0.004, 0.219
0.503, 0.004, 0.218
0.503, 0.004, 0.217
0.503, 0.004, 0.217
0.503, 0.004, 0.217
0.503, 0.004, 0.216
0.503, 0.004, 0.216
0.503, 0.004, 0.215
